job title,company name,Date,location,skills,links
DevOps Engineer,Luftborn -,26 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · DevOps · Network Security · AWS · Elasticsearch · Bash Scripting · Python Scripting,/jobs/p/DzFw0PM9Og5y-DevOps-Engineer-Luftborn-Cairo-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Computer Vision Engineer,Atomica -,21 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Mathematics · Software Development · Software Engineering · C++ · Git · Research · computer,/jobs/p/M7fjS8nyCB15-Senior-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb|spbl
Software Automation Testing Engineer,Confidential -,27 days ago,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Automation Testing · ISTQB · Testing · Information Technology (IT) · English · Quality Assurance,/jobs/p/pbOCpj7iHaVy-Software-Automation-Testing-Engineer-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb|spbl
Linux System Administrator,Softxpert Incorporation  -,26 days ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Administration · Linux · Engineering · Security · System Administration · AWS · Computer Science,/jobs/p/v3cWKWWgMOJJ-Linux-System-Administrator-Softxpert-Incorporation-Alexandria-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb|spbl
Data Analytics Engineer,Dar Al Handasah -,26 days ago,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · sql · PostgreSQL · Python · BI · Linux · Database · Thingsboard · IOT,/jobs/p/qrvyUBYzpj5p-Data-Analytics-Engineer-Dar-Al-Handasah-Giza-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb|spbl
Backend Developer,Dar Al Handasah -,26 days ago,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · .Net · SQL · JavaScript · VB.net · Power BI · Azure · Thingsboard,/jobs/p/5IvCXdR4CIlS-Backend-Developer-Dar-Al-Handasah-Giza-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Machine learning Engineer,Botit -,26 days ago,"Abdeen, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Machine Learning · Python · NLP · Software · Research · Git · Algorithms · Statistics,/jobs/p/71X8xvySx9KF-Senior-Machine-learning-Engineer-Botit-Cairo-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb|spbl
Embedded Linux Software Engineer,Centro CDX -,27 days ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Python · Linux · Information Technology (IT) · Agile · Git,/jobs/p/qIrpRSavBmlC-Embedded-Linux-Software-Engineer-Centro-CDX-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb|spbl
Odoo Developer,Al Aliaa  -,27 days ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · JavaScript · Computer Science · Information Technology (IT) · PostgreSQL · HTML · Python · CSS,/jobs/p/X8gPaQ7Wv3bO-Odoo-Developer-Al-Aliaa-Giza-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Software Engineer - Backend (Remotely),SSC Egypt -,27 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · coding · Computer Science · Java · JavaScript · Python · Software Development · Jenkins · MongoDB,/jobs/p/H3xVUuwBHx0r-Senior-Software-Engineer---Backend-Remotely-SSC-Egypt-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Odoo Developer - Cairo,etmana -,27 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Odoo Development · Computer Engineering · Computer Science · Odoo Framework · Python · Linux · OpenERP,/jobs/p/Gmfaz116yg6c-Senior-Odoo-Developer---Cairo-etmana-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Computer Vision Engineer,wobot.ai -,25 days ago,"New Delhi, India ",Full TimeWork From HomeSenior Management · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · TensorFlow · Python · PyTorch · CNN · yolo · Computer Vision · Deep Learning · Video Intelligence,/jobs/p/ZRkuYvC25umo-Senior-Computer-Vision-Engineer-wobot-ai-New-Delhi-India?o=60&l=sp&t=sj&a=python|search-v3|hpb|spbl
UI Developer,NOK for Human Capital Solutions -,28 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Angular Js · Python · oracle · SQL · Spring Boot · Computer Science · Angular · Information Technology (IT),/jobs/p/COBmpalH33jU-UI-Developer-NOK-for-Human-Capital-Solutions-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb|spbl
AI/ML (Artificial Intelligence/Machine Learning) Lead,SURE International Technology -,28 days ago,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · Python · Artificial Intelligence · AI · Machine Learning · Engineering · Azure,/jobs/p/O9CVoliDvZQz-AIML-Artificial-IntelligenceMachine-Learning-Lead-SURE-International-Technology-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb|spbl
DevOps Engineer/Senior Engineer,ITS  -,28 days ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Docker · Engineering · Git · Information Technology (IT) · Java · JavaScript · Kubernetes,/jobs/p/CvJkU5B2TRfA-DevOps-EngineerSenior-Engineer-ITS-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb|spbl
Devops Engineer,Kashier Payment Solutions -,28 days ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · Software Development · Python · Agile · AWS · Automation,/jobs/p/SmHpaFLHR5Zx-Devops-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb|spbl
DevOps Senior Engineer,ITS  -,28 days ago,"Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Agile · Python · Kubernetes · Docker · Computer Science · Information Technology (IT),/jobs/p/iwGXfbHsLP4l-DevOps-Senior-Engineer-ITS-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb|spbl
Devops Engineer - Software Development,Rasan -,28 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · AWS · Computer Science · DevOps · Docker · Engineering · Information Technology (IT) · Java,/jobs/p/oMAuh7fV7CTx-Devops-Engineer---Software-Development-Rasan-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb|spbl
Backend Developer,Khales -,28 days ago,"Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Agile · Python · API · Java · Web Development · Development · Bootstrap,/jobs/p/Qgn5XFNG0cX9-Backend-Developer-Khales-Giza-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb|spbl
Odoo Developer,Isky Development -,1 month ago,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · jQuery · Odoo · Python · Programming · PostgreSQL · XML,/jobs/p/B1xogYzy2uyt-Odoo-Developer-Isky-Development-Giza-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb|spbl
System Engineer,Link Datacenter -,1 month ago,"Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · English · Information Technology (IT) · Linux · MySQL,/jobs/p/NJ3GwQKh8YMG-System-Engineer-Link-Datacenter-Giza-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Software Engineer - Alexandria,Softxpert Incorporation  -,1 month ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Computer Engineering · PHP Development · Information Technology (IT) · Engineering · Software Development · Software Engineering,/jobs/p/o8llxj3uR96X-Senior-Software-Engineer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb|spbl
"Senior C++ Software Developer, Remote Egypt",Luxoft (A DXC Technology Company) -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · API · Architecture · C++ · Computer Science · Design · Git · Information Technology (IT),/jobs/p/NZmUqlRm8f8j-Senior-C-Software-Developer-Remote-Egypt-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb|spbl
Data Scientist “Mathematics/Physics”,Dafa -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Objects · Computer Science · D3 · Data Mining · Gurobi · Information Technology (IT) · Mathematics · Python,/jobs/p/bRZ7uIbexSQa-Data-Scientist-“MathematicsPhysics”-Dafa-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb|spbl
Cloud Solution Engineer - R&D,Link Datacenter -,1 month ago,"Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Azure · Cloud · Computer Engineering · Computer Science · Docker · Engineering · Information Technology (IT),/jobs/p/ORsKVUR16qTo-Cloud-Solution-Engineer---RD-Link-Datacenter-Giza-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb|spbl
Odoo Developer,Alarabia Group -,1 month ago,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Git · HTML · Information Technology (IT) · CSS,/jobs/p/9eqZpHqQmiHl-Odoo-Developer-Alarabia-Group-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb|spbl
DevOps Java Developer,Ejada (Cairo) -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Java · DevOps · Docker · Hibernate · Git · J2EE · Python,/jobs/p/3U8oVi5w3b9Y-DevOps-Java-Developer-Ejada-Cairo-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb|spbl
IT Applications Engineer,Marakez -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · PHP · Microsoft Office · Linux · Java · Python,/jobs/p/9ElQyPBVZA4b-IT-Applications-Engineer-Marakez-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Full Stack Developer,Dafater -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · CSS · HTML · javaScript,/jobs/p/3irk407SkgH9-Senior-Full-Stack-Developer-Dafater-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior C++ Software Developer,Luxoft (A DXC Technology Company) -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 6 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · OOP · Communication skills · Computer Science · Information Technology (IT) · Engineering · Software Development · Software Engineering,/jobs/p/oguf9nA5ux2T-Senior-C-Software-Developer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Odoo Developer,etmana -,2 months ago,"Katameya, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Odoo · Programming · Framework · application · Software Engineering · Software Development,/jobs/p/df11w5J7MiU4-Senior-Odoo-Developer-etmana-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Full Stack Team Lead / Tech Lead,Salem Capital -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · HTML · Information Technology (IT) · JavaScript · MongoDB · Software Development · Angular,/jobs/p/N9Bu6PAa2h6V-Senior-Full-Stack-Team-Lead-Tech-Lead-Salem-Capital-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb|spbl
Site Reliability Engineer (SRE),Qoyod -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Docker · AWS · Infrastructure · SaaS · Kubernetes · Python · Shell Scripting,/jobs/p/3x9wEPJKUzxF-Site-Reliability-Engineer-SRE-Qoyod-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb|spbl
Test Automation Engineer,Ejada (Cairo) -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · TFS · Jira · Testing · JMeter · Appium · Python · Jenkins,/jobs/p/Xlj1GgIbTOOn-Test-Automation-Engineer-Ejada-Cairo-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb|spbl
Software Engineer (Ruby On Rails),Qoyod -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Ruby on Rails · Information Technology (IT) · Engineering · Ruby · Software Development · HTML5 · MVC,/jobs/p/gk8tab2LxKRm-Software-Engineer-Ruby-On-Rails-Qoyod-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb|spbl
Software Engineer,Tam Development LLC -,2 months ago,"Riyadh, Saudi Arabia ",Full TimePart TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · engineer · Information Technology (IT) · Software Development · Software Engineering · Software engineer · Software · Python,/jobs/p/o9OASkiHRSKK-Software-Engineer-Tam-Development-LLC-Riyadh-Saudi-Arabia?o=84&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior System & Network Admin,Cashcall -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · IT · Networking · Information Technology (IT) · System Administration · Maintenance · Python,/jobs/p/wPBhLPflod73-Senior-System-Network-Admin-Cashcall-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Software Developer,Sceel.io -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CI/CD · Agile · DevOps · English · Python · REST · Software Development · Testing,/jobs/p/RJhYyffElQZX-Senior-Software-Developer-Sceel-io-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Data Scientist,Fixed Solutions -,2 months ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · APIs · Computer Science · Engineering · Information Technology (IT) · Java · Programming · Software,/jobs/p/PVAeMhWwvA6Q-Senior-Data-Scientist-Fixed-Solutions-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Devops Engineer,Trufla -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Cloud · Computer Science · Docker · Engineering · Information Technology (IT) · Linux,/jobs/p/rdDBRL5vRoBQ-Senior-Devops-Engineer-Trufla-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb|spbl
DevOps Team Lead,Trufla -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,/jobs/p/sj0SjweGn9TS-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Infrastructure/Systems Engineer,BBI-Consultancy -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Engineering · Infrastructure · Installation · Linux · MySQL · Python,/jobs/p/mMSBRyLbsRiV-Senior-InfrastructureSystems-Engineer-BBI-Consultancy-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Backend Engineer,LxT -,12 minutes ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask,/jobs/p/UMsxtdDfJgta-Senior-Backend-Engineer-LxT-Giza-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Full Stack Developer,Sword Egypt -,3 days ago,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Software Development · Information Technology (IT) · JavaScript · English · Python · React · Docker,/jobs/p/OTugnHbSfuks-Senior-Full-Stack-Developer-Sword-Egypt-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb|spbl
Senior Lead DevOps,Al Beshara -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Software Development · Information Technology (IT) · Java,/jobs/p/XSlQ8Dix7ojy-Senior-Lead-DevOps-Al-Beshara-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb|spbl
Backend Developer,YDS yasar digital services  -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Computer Science · Information Technology (IT) · Programming · Python · Software Development · Software Engineering · SQL,/jobs/p/Sye7bfr9SuV2-Backend-Developer-YDS-yasar-digital-services-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb|spbl
Reporting Engineer,Egybell -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Analyst/Research · Engineering - Telecom/Technology · Electronics Engineering · Electronic Engineering · Telecommunication Engineering · Communication Engineering · Telecom Engineering · Network Engineering · Communication · Information Technology (IT),/jobs/p/RJQOvYrc3m30-Reporting-Engineer-Egybell-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb|spbl
